c,theta,network,optimal_tau
1.58,0.8,G2,0.7356385452307761
1.58,0.8,G3,0.40852815680881954
1.58,0.9,G1,0.07303641617800866
1.58,0.9,G2,0.7250493883959193
1.58,0.9,G3,0.4020412434671364
1.58,1.0,G1,0.07202496352130942
1.58,1.0,G2,0.7162824723944713
1.58,1.0,G3,0.3965221346855345
1.58,1.1,G1,0.07115368691888178
1.58,1.1,G2,0.7089331061438581
1.58,1.1,G3,0.3917854349570635
1.58,1.2000000000000002,G1,0.07039208125821828
1.58,1.2000000000000002,G2,0.7027064947293351
1.58,1.2000000000000002,G3,0.38769723410569856
1.58,1.3,G1,0.06972454434482869
1.58,1.3,G2,0.6973728389960072
1.58,1.3,G3,0.3841401760528978
1.58,1.4000000000000001,G1,0.06913666797171286
1.58,1.4000000000000001,G2,0.6927660187249601
1.58,1.4000000000000001,G3,0.38102698303492977
1.58,1.5,G1,0.06861276937760577
1.58,1.5,G2,0.6887555049079676
1.58,1.5,G3,0.37828677251006404
1.58,1.6,G1,0.0681486591254594
1.58,1.6,G2,0.6852388153302754
1.58,1.6,G3,0.37586224762459525
1.58,1.7000000000000002,G1,0.06773124915966348
1.58,1.7000000000000002,G2,0.6821368508466863
1.58,1.7000000000000002,G3,0.3737066984483743
1.58,1.8,G1,0.06735619369685159
1.58,1.8,G2,0.6793845134730379
1.58,1.8,G3,0.3717817392615397
1.58,1.9000000000000001,G1,0.06701785779630894
1.58,1.9000000000000001,G2,0.6769298618682915
1.58,1.9000000000000001,G3,0.37005558641002995
1.58,2.0,G1,0.0667110273113788
1.58,2.0,G2,0.6747304214733056
1.58,2.0,G3,0.3684999170196075
1.6,0.0,G1,0.09917360718190316
1.6,0.0,G2,1.0490694026133147
1.6,0.0,G3,0.5500640285096906
1.6,0.1,G1,0.0935065890143928
1.6,0.1,G2,0.9631482157494948
1.6,0.1,G3,0.5176801616280137
1.6,0.2,G1,0.08897091593059411
1.6,0.2,G2,0.9003642894751496
1.6,0.2,G3,0.4917906367152294
1.6,0.30000000000000004,G1,0.08533062756955305
1.6,0.30000000000000004,G2,0.8541334804310576
1.6,0.30000000000000004,G3,0.47105660077745587
1.6,0.4,G1,0.08239050828704252
1.6,0.4,G2,0.8195732435427392
1.6,0.4,G3,0.45435620986290065
1.6,0.5,G1,0.07999425879795996
1.6,0.5,G2,0.7932632828303835
1.6,0.5,G3,0.4407958017090149
1.6,0.6000000000000001,G1,0.07801819396789524
1.6,0.6000000000000001,G2,0.7728476118451858
1.6,0.6000000000000001,G3,0.42968097918568726
1.6,0.7000000000000001,G1,0.07637033733776691
1.6,0.7000000000000001,G2,0.7567122619959241
1.6,0.7000000000000001,G3,0.4204804318227912
1.6,0.8,G1,0.07498343995370725
1.6,0.8,G2,0.7437406513747187
1.6,0.8,G3,0.41279085558852974
1.6,0.9,G1,0.07380483720966106
1.6,0.9,G2,0.7331495744898869
1.6,0.9,G3,0.4063047373319238
1.6,1.0,G1,0.07279437383004567
1.6,1.0,G2,0.7243808104242547
1.6,1.0,G3,0.4007860943950235
1.6,1.1,G1,0.07191990090165223
1.6,1.1,G2,0.7170297349827759
1.6,1.1,G3,0.396052975428091
1.6,1.2000000000000002,G1,0.07116149199716684
1.6,1.2000000000000002,G2,0.7107982319617159
1.6,1.2000000000000002,G3,0.39196029530909965
1.6,1.3,G1,0.07049366486304004
1.6,1.3,G2,0.7054665335925029
1.6,1.3,G3,0.38840448822218565
1.6,1.4000000000000001,G1,0.06990468697834003
1.6,1.4000000000000001,G2,0.7008584776734227
1.6,1.4000000000000001,G3,0.3852912660095076
1.6,1.5,G1,0.06938353847892217
1.6,1.5,G2,0.6968468644796455
1.6,1.5,G3,0.3825509571648877
1.6,1.6,G1,0.06891689260138739
1.6,1.6,G2,0.6933298119499641
1.6,1.6,G3,0.3801262827858587
1.6,1.7000000000000002,G1,0.06849840665523851
1.6,1.7000000000000002,G2,0.6902268264658579
1.6,1.7000000000000002,G3,0.377970547263035
1.6,1.8,G1,0.06812507930120099
1.6,1.8,G2,0.6874735841392344
1.6,1.8,G3,0.3760453761114707
1.6,1.9000000000000001,G1,0.06778600118991257
1.6,1.9000000000000001,G2,0.685017471363587
1.6,1.9000000000000001,G3,0.37431899432518245
1.6,2.0,G1,0.06747906364834842
1.6,2.0,G2,0.6828175113517408
1.6,2.0,G3,0.3727649047753174
1.62,0.0,G1,0.09993647503464634
1.62,0.0,G2,1.0571391348124415
1.62,0.0,G3,0.5542960289258095
1.62,0.1,G1,0.09427002502654587
1.62,0.1,G2,0.9712257561771975
1.62,0.1,G3,0.5219133994773929
1.62,0.2,G1,0.08973558613313097
1.62,0.2,G2,0.9084547502291765
1.62,0.2,G3,0.49603136610422915
1.62,0.30000000000000004,G1,0.08609754953136516
1.62,0.30000000000000004,G2,0.8622332598680094
1.62,0.30000000000000004,G3,0.47530423664830407
1.62,0.4,G1,0.08315908271253429
1.62,0.4,G2,0.8276763794782933
1.62,0.4,G3,0.45860887529210675
1.62,0.5,G1,0.08075970586264589
1.62,0.5,G2,0.8013685607673864
1.62,0.5,G3,0.4450517134952002
1.62,0.6000000000000001,G1,0.078785876964692
1.62,0.6000000000000001,G2,0.7809523424329426
1.62,0.6000000000000001,G3,0.4339402563186396
1.62,0.7000000000000001,G1,0.07714000728705037
1.62,0.7000000000000001,G2,0.764814925766059
1.62,0.7000000000000001,G3,0.4247416027651291
1.62,0.8,G1,0.07575095714314173
1.62,0.8,G2,0.7518419882571821
1.62,0.8,G3,0.4170529572250119
1.62,0.9,G1,0.07457457926330023
1.62,0.9,G2,0.7412490453809267
1.62,0.9,G3,0.4105675535799822
1.62,1.0,G1,0.07356332912244117
1.62,1.0,G2,0.7324784791817693
1.62,1.0,G3,0.4050493636565865
1.62,1.1,G1,0.07268922472773034
1.62,1.1,G2,0.7251257390901893
1.62,1.1,G3,0.40031647908312934
1.62,1.2000000000000002,G1,0.07192757379317812
1.62,1.2000000000000002,G2,0.7188927294662721
1.62,1.2000000000000002,G3,0.3962272242866767
1.62,1.3,G1,0.07126296824836226
1.62,1.3,G2,0.7135563380358512
1.62,1.3,G3,0.39266684383846584
1.62,1.4000000000000001,G1,0.07067375373216328
1.62,1.4000000000000001,G2,0.7089470797151628
1.62,1.4000000000000001,G3,0.3895547698195151
1.62,1.5,G1,0.070151165686967
1.62,1.5,G2,0.7049377403424941
1.62,1.5,G3,0.3868143837437287
1.62,1.6,G1,0.06968535039955816
1.62,1.6,G2,0.7014197351264363
1.62,1.6,G3,0.3843895843844772
1.62,1.7000000000000002,G1,0.06926809256868746
1.62,1.7000000000000002,G2,0.6983158999053614
1.62,1.7000000000000002,G3,0.3822336876054468
1.62,1.8,G1,0.0688930694738832
1.62,1.8,G2,0.6955618951325749
1.62,1.8,G3,0.38030832809923404
1.62,1.9000000000000001,G1,0.0685531473864358
1.62,1.9000000000000001,G2,0.6931057527051069
1.62,1.9000000000000001,G3,0.3785817381368516
1.62,2.0,G1,0.06824828911443576
1.62,2.0,G2,0.6909050800839138
1.62,2.0,G3,0.37702742629855684
1.6400000000000001,0.0,G1,0.10070127722086182
1.6400000000000001,0.0,G2,1.065208880601514
1.6400000000000001,0.0,G3,0.5585271823413462
1.6400000000000001,0.1,G1,0.09503344834570077
1.6400000000000001,0.1,G2,0.9793016837499624
1.6400000000000001,0.1,G3,0.5261479990239744
1.6400000000000001,0.2,G1,0.09050021588305895
1.6400000000000001,0.2,G2,0.9165447795635888
1.6400000000000001,0.2,G3,0.5002718721250727
1.6400000000000001,0.30000000000000004,G1,0.08686359338086924
1.6400000000000001,0.30000000000000004,G2,0.8703290909291134
1.6400000000000001,0.30000000000000004,G3,0.47954982792546863
1.6400000000000001,0.4,G1,0.08392451300158643
1.6400000000000001,0.4,G2,0.8357801347584264
1.6400000000000001,0.4,G3,0.46286008544234736
1.6400000000000001,0.5,G1,0.08152786668201752
1.6400000000000001,0.5,G2,0.809473054321697
1.6400000000000001,0.5,G3,0.44930776153593394
1.6400000000000001,0.6000000000000001,G1,0.0795536288928062
1.6400000000000001,0.6000000000000001,G2,0.7890563139112811
1.6400000000000001,0.6000000000000001,G3,0.43819890178576565
1.6400000000000001,0.7000000000000001,G1,0.07790782887659022
1.6400000000000001,0.7000000000000001,G2,0.7729179033428863
1.6400000000000001,0.7000000000000001,G3,0.4290020012894148
1.6400000000000001,0.8,G1,0.0765208313692799
1.6400000000000001,0.8,G2,0.7599426009580015
1.6400000000000001,0.8,G3,0.4213147272476518
1.6400000000000001,0.9,G1,0.07534110959628494
1.6400000000000001,0.9,G2,0.7493478096227721
1.6400000000000001,0.9,G3,0.41482971370410454
1.6400000000000001,1.0,G1,0.0743312008650252
1.6400000000000001,1.0,G2,0.7405754914204082
1.6400000000000001,1.0,G3,0.4093119640630118
1.6400000000000001,1.1,G1,0.07345811471334669
1.6400000000000001,1.1,G2,0.7332211280026512
1.6400000000000001,1.1,G3,0.4045793067153349
1.6400000000000001,1.2000000000000002,G1,0.07269675619371452
1.6400000000000001,1.2000000000000002,G2,0.7269866507229163
1.6400000000000001,1.2000000000000002,G3,0.40049013466160205
1.6400000000000001,1.3,G1,0.07202890252080484
1.6400000000000001,1.3,G2,0.7216489457019188
1.6400000000000001,1.3,G3,0.3969330781980221
1.6400000000000001,1.4000000000000001,G1,0.07143961817595723
1.6400000000000001,1.4000000000000001,G2,0.7170385170660315
1.6400000000000001,1.4000000000000001,G3,0.39381638117200396
1.6400000000000001,1.5,G1,0.07092019133304794
1.6400000000000001,1.5,G2,0.7130247926075755
1.6400000000000001,1.5,G3,0.39107587801012406
1.6400000000000001,1.6,G1,0.07045414859954252
1.6400000000000001,1.6,G2,0.7095058603211152
1.6400000000000001,1.6,G3,0.3886521400883541
1.6400000000000001,1.7000000000000002,G1,0.07003677778019253
1.6400000000000001,1.7000000000000002,G2,0.7064011981242541
1.6400000000000001,1.7000000000000002,G3,0.38649610142995944
1.6400000000000001,1.8,G1,0.06966141183059435
1.6400000000000001,1.8,G2,0.7036497975022755
1.6400000000000001,1.8,G3,0.384570574386072
1.6400000000000001,1.9000000000000001,G1,0.06932334977232613
1.6400000000000001,1.9000000000000001,G2,0.7011929915295259
1.6400000000000001,1.9000000000000001,G3,0.382843797070133
1.6400000000000001,2.0,G1,0.06901585652891867
1.6400000000000001,2.0,G2,0.6989917216859515
1.6400000000000001,2.0,G3,0.38128928276944674
1.6600000000000001,0.0,G1,0.10146405148691645
1.6600000000000001,0.0,G2,1.0732786404386474
1.6600000000000001,0.0,G3,0.5627574824456597
1.6600000000000001,0.1,G1,0.09579685931087546
1.6600000000000001,0.1,G2,0.9873790706790141
1.6600000000000001,0.1,G3,0.5303822963031833
1.6600000000000001,0.2,G1,0.09126480217762038
1.6600000000000001,0.2,G2,0.9246343881969972
1.6600000000000001,0.2,G3,0.5045119578892674
1.6600000000000001,0.30000000000000004,G1,0.08762899407493836
1.6600000000000001,0.30000000000000004,G2,0.8784276746688341
1.6600000000000001,0.30000000000000004,G3,0.4837971414930881
1.6600000000000001,0.4,G1,0.08469313318439738
1.6600000000000001,0.4,G2,0.8438841752447723
1.6600000000000001,0.4,G3,0.4671123277958945
1.6600000000000001,0.5,G1,0.08229511831449078
1.6600000000000001,0.5,G2,0.8175767780536602
1.6600000000000001,0.5,G3,0.45356356037050105
1.6600000000000001,0.6000000000000001,G1,0.08032168554425233
1.6600000000000001,0.6000000000000001,G2,0.7971595380430558
1.6600000000000001,0.6000000000000001,G3,0.44245652100162675
1.6600000000000001,0.7000000000000001,G1,0.07867558767610652
1.6600000000000001,0.7000000000000001,G2,0.7810196858381047
1.6600000000000001,0.7000000000000001,G3,0.4332619990256958
1.6600000000000001,0.8,G1,0.07729027972883484
1.6600000000000001,0.8,G2,0.7680425226866746
1.6600000000000001,0.8,G3,0.4255758922175672
1.6600000000000001,0.9,G1,0.07611223392042177
1.6600000000000001,0.9,G2,0.7574459008917532
1.6600000000000001,0.9,G3,0.41909148109095173
1.6600000000000001,1.0,G1,0.07509952197637094
1.6600000000000001,1.0,G2,0.7486718543132642
1.6600000000000001,1.0,G3,0.4135739166055648
1.6600000000000001,1.1,G1,0.07422578863785625
1.6600000000000001,1.1,G2,0.7413159128078051
1.6600000000000001,1.1,G3,0.4088414792875153
1.6600000000000001,1.2000000000000002,G1,0.07346549897452179
1.6600000000000001,1.2000000000000002,G2,0.7350800039893485
1.6600000000000001,1.2000000000000002,G3,0.40475238649933964
1.6600000000000001,1.3,G1,0.07279790031138826
1.6600000000000001,1.3,G2,0.7297410189341289
1.6600000000000001,1.3,G3,0.4011953138832861
1.6600000000000001,1.4000000000000001,G1,0.07220871636034627
1.6600000000000001,1.4000000000000001,G2,0.7251294505906051
1.6600000000000001,1.4000000000000001,G3,0.3980818750532434
1.6600000000000001,1.5,G1,0.07168593514707108
1.6600000000000001,1.5,G2,0.7211147124620051
1.6600000000000001,1.5,G3,0.3953412466315705
1.6600000000000001,1.6,G1,0.07122312066611174
1.6600000000000001,1.6,G2,0.7175948778490249
1.6600000000000001,1.6,G3,0.3929128340878429
1.6600000000000001,1.7000000000000002,G1,0.07080558866062936
1.6600000000000001,1.7000000000000002,G2,0.7144894108302956
1.6600000000000001,1.7000000000000002,G3,0.3907566365267455
1.6600000000000001,1.8,G1,0.07043004563027051
1.6600000000000001,1.8,G2,0.711733946644226
1.6600000000000001,1.8,G3,0.38883210277712527
1.6600000000000001,1.9000000000000001,G1,0.0700909707538778
1.6600000000000001,1.9000000000000001,G2,0.7092764949556419
1.6600000000000001,1.9000000000000001,G3,0.38710515419832386
1.6600000000000001,2.0,G1,0.06978370847121483
1.6600000000000001,2.0,G2,0.7070746438864505
1.6600000000000001,2.0,G3,0.3855504543382075
1.6800000000000002,0.0,G1,0.10222682553121525
1.6800000000000002,0.0,G2,1.0813484144020733
1.6800000000000002,0.0,G3,0.5669897392752438
1.6800000000000002,0.1,G1,0.09656025826706785
1.6800000000000002,0.1,G2,0.9954563280247523
1.6800000000000002,0.1,G3,0.534616533803466
1.6800000000000002,0.2,G1,0.09202934323552006
1.6800000000000002,0.2,G2,0.9327235881230056
1.6800000000000002,0.2,G3,0.5087514414606573
1.6800000000000002,0.30000000000000004,G1,0.08839469670571092
1.6800000000000002,0.30000000000000004,G2,0.8865256739879666
1.6800000000000002,0.30000000000000004,G3,0.48804345557979106
1.6800000000000002,0.4,G1,0.08545680689542234
1.6800000000000002,0.4,G2,0.851986505524046
1.6800000000000002,0.4,G3,0.4713654079564655
1.6800000000000002,0.5,G1,0.0830641335600958
1.6800000000000002,0.5,G2,0.8256805249736202
1.6800000000000002,0.5,G3,0.4578188338542093
1.6800000000000002,0.6000000000000001,G1,0.08108735510587317
1.6800000000000002,0.6000000000000001,G2,0.8052620274072135
1.6800000000000002,0.6000000000000001,G3,0.4467136527949164
1.6800000000000002,0.7000000000000001,G1,0.07944327439278226
1.6800000000000002,0.7000000000000001,G2,0.7891207768534381
1.6800000000000002,0.7000000000000001,G3,0.4375214393094828
1.6800000000000002,0.8,G1,0.07805806563852385
1.6800000000000002,0.8,G2,0.7761418569668947
1.6800000000000002,0.8,G3,0.4298362910180805
1.6800000000000002,0.9,G1,0.07687931314212643
1.6800000000000002,0.9,G2,0.7655418876055312
1.6800000000000002,0.9,G3,0.42335276031359004
1.6800000000000002,1.0,G1,0.07586695542773854
1.6800000000000002,1.0,G2,0.7567675962986723
1.6800000000000002,1.0,G3,0.41783538208751153
1.6800000000000002,1.1,G1,0.07499430037461342
1.6800000000000002,1.1,G2,0.7494100980707386
1.6800000000000002,1.1,G3,0.4131030171849494
1.6800000000000002,1.2000000000000002,G1,0.0742332752907367
1.6800000000000002,1.2000000000000002,G2,0.7431727992916034
1.6800000000000002,1.2000000000000002,G3,0.4090140000719688
1.6800000000000002,1.3,G1,0.07356642984234597
1.6800000000000002,1.3,G2,0.7378325652262331
1.6800000000000002,1.3,G3,0.4054569102128733
1.6800000000000002,1.4000000000000001,G1,0.07297748660849068
1.6800000000000002,1.4000000000000001,G2,0.7332198858091545
1.6800000000000002,1.4000000000000001,G3,0.40234339099826216
1.6800000000000002,1.5,G1,0.07245482748773173
1.6800000000000002,1.5,G2,0.7292041601167197
1.6800000000000002,1.5,G3,0.39960263909253346
1.6800000000000002,1.6,G1,0.07198870732921983
1.6800000000000002,1.6,G2,0.725683446813525
1.6800000000000002,1.6,G3,0.39717741262380923
1.6800000000000002,1.7000000000000002,G1,0.07157113312172744
1.6800000000000002,1.7000000000000002,G2,0.7225771962958776
1.6800000000000002,1.7000000000000002,G3,0.3950177022694823
1.6800000000000002,1.8,G1,0.07119549715904609
1.6800000000000002,1.8,G2,0.7198210315248792
1.6800000000000002,1.8,G3,0.39309183048392565
1.6800000000000002,1.9000000000000001,G1,0.07085963023066298
1.6800000000000002,1.9000000000000001,G2,0.7173629513899689
1.6800000000000002,1.9000000000000001,G3,0.3913646971408098
1.6800000000000002,2.0,G1,0.07055224748714083
1.6800000000000002,2.0,G2,0.7151605346704533
1.6800000000000002,2.0,G3,0.3898109315804941
1.7,0.0,G1,0.10298960035314639
1.7,0.0,G2,1.0894190818079157
1.7,0.0,G3,0.5712207303098329
1.7,0.1,G1,0.09732364556951428
1.7,0.1,G2,1.0035334607623745
1.7,0.1,G3,0.5388507173893446
1.7,0.2,G1,0.09279356432705801
1.7,0.2,G2,0.9408123925529808
1.7,0.2,G3,0.5129916970948727
1.7,0.30000000000000004,G1,0.08916034808310985
1.7,0.30000000000000004,G2,0.8946230985725097
1.7,0.30000000000000004,G3,0.4922895146246431
1.7,0.4,G1,0.08622507929676174
1.7,0.4,G2,0.8600881929451514
1.7,0.4,G3,0.4756155851080907
1.7,0.5,G1,0.08382993973843235
1.7,0.5,G2,0.8337820817207953
1.7,0.5,G3,0.46207360083274013
1.7,0.6000000000000001,G1,0.08185554280426843
1.7,0.6000000000000001,G2,0.8133637948941285
1.7,0.6000000000000001,G3,0.4509711911737709
1.7,0.7000000000000001,G1,0.08021142130660522
1.7,0.7000000000000001,G2,0.7972211857257847
1.7,0.7000000000000001,G3,0.44177979414015583
1.7,0.8,G1,0.07882578878800092
1.7,0.8,G2,0.7842405448541738
1.7,0.8,G3,0.43409629885573264
1.7,0.9,G1,0.07764825997245944
1.7,0.9,G2,0.773640246245182
1.7,0.9,G3,0.4276132746435894
1.7,1.0,G1,0.07663685309161586
1.7,1.0,G2,0.764863703728449
1.7,1.0,G3,0.42209646650107896
1.7,1.1,G1,0.07576151019386337
1.7,1.1,G2,0.757503714268168
1.7,1.1,G3,0.4173640409525947
1.7,1.2000000000000002,G1,0.07500132835584268
1.7,1.2000000000000002,G2,0.7512650384083723
1.7,1.2000000000000002,G3,0.4132749951116418
1.7,1.3,G1,0.07433399951244808
1.7,1.3,G2,0.745923592193803
1.7,1.3,G3,0.40971788675092197
1.7,1.4000000000000001,G1,0.07374506177384685
1.7,1.4000000000000001,G2,0.7413098299467732
1.7,1.4000000000000001,G3,0.40660428759074585
1.7,1.5,G1,0.07322332332692405
1.7,1.5,G2,0.7372931409505464
1.7,1.5,G3,0.40386341379118224
1.7,1.6,G1,0.07275734655735124
1.7,1.6,G2,0.7337715711114428
1.7,1.6,G3,0.40143803661228944
1.7,1.7000000000000002,G1,0.07233984315244141
1.7,1.7000000000000002,G2,0.7306645572318976
1.7,1.7000000000000002,G3,0.39928149479786035
1.7,1.8,G1,0.07196422038421876
1.7,1.8,G2,0.7279077101376595
1.7,1.8,G3,0.3973554384216397
1.7,1.9000000000000001,G1,0.0716249880825108
1.7,1.9000000000000001,G2,0.725449018106227
1.7,1.9000000000000001,G3,0.39562811072293846
1.7,2.0,G1,0.07131754171752255
1.7,2.0,G2,0.7232460507410529
1.7,2.0,G3,0.39406968936771447
1.72,0.0,G1,0.10375237699616201
1.72,0.0,G2,1.0974889839661373
1.72,0.0,G3,0.575451854876666
1.72,0.1,G1,0.09808702158793099
1.72,0.1,G2,1.0116104738571143
1.72,0.1,G3,0.5430840400418417
1.72,0.2,G1,0.09355804269012825
1.72,0.2,G2,0.9489008158089666
1.72,0.2,G3,0.5172329957338037
1.72,0.30000000000000004,G1,0.08992594448667855
1.72,0.30000000000000004,G2,0.902719959024766
1.72,0.30000000000000004,G3,0.4965353016233671
1.72,0.4,G1,0.08699180075827358
1.72,0.4,G2,0.8681859005228032
1.72,0.4,G3,0.47986450570915573
1.72,0.5,G1,0.08459578754659415
1.72,0.5,G2,0.8418850805410849
1.72,0.5,G3,0.4663272486098458
1.72,0.6000000000000001,G1,0.08262209261451951
1.72,0.6000000000000001,G2,0.8214649545499783
1.72,0.6000000000000001,G3,0.45522815859477644
1.72,0.7000000000000001,G1,0.08097715867700986
1.72,0.7000000000000001,G2,0.8053209227118528
1.72,0.7000000000000001,G3,0.4460376118084066
1.72,0.8,G1,0.07959357631748983
1.72,0.8,G2,0.7923386112836248
1.72,0.8,G3,0.4383556988956898
1.72,0.9,G1,0.07841594478391861
1.72,0.9,G2,0.781736568970636
1.72,0.9,G3,0.4318733965617571
1.72,1.0,G1,0.07740597628823234
1.72,1.0,G2,0.7729573900321733
1.72,1.0,G3,0.42635679442846264
1.72,1.1,G1,0.07653109898771117
1.72,1.1,G2,0.7655978221914784
1.72,1.1,G3,0.4216247343552835
1.72,1.2000000000000002,G1,0.07576842531583035
1.72,1.2000000000000002,G2,0.7593567577436046
1.72,1.2000000000000002,G3,0.4175355029164536
1.72,1.3,G1,0.07510163639527939
1.72,1.3,G2,0.754014105829115
1.72,1.3,G3,0.4139782625684507
1.72,1.4000000000000001,G1,0.07451419794399437
1.72,1.4000000000000001,G2,0.749399284117218
1.72,1.4000000000000001,G3,0.4108645836988919
1.72,1.5,G1,0.07398979504191316
1.72,1.5,G2,0.7453816620990696
1.72,1.5,G3,0.4081235894118062
1.72,1.6,G1,0.0735253662327504
1.72,1.6,G2,0.7418592564420872
1.72,1.6,G3,0.40569806373003975
1.72,1.7000000000000002,G1,0.07310809108428808
1.72,1.7000000000000002,G2,0.738751497909459
1.72,1.7000000000000002,G3,0.4035413540227543
1.72,1.8,G1,0.07273265456745266
1.72,1.8,G2,0.735993985569975
1.72,1.8,G3,0.40161511622818225
1.72,1.9000000000000001,G1,0.07239347917128955
1.72,1.9000000000000001,G2,0.7335346972097294
1.72,1.9000000000000001,G3,0.3998875976092443
1.72,2.0,G1,0.07208605247665786
1.72,2.0,G2,0.7313311933871668
1.72,2.0,G3,0.39833231780832096
1.74,0.0,G1,0.1045151565347079
1.74,0.0,G2,1.1055588518858186
1.74,0.0,G3,0.5796831888620655
1.74,0.1,G1,0.09885041595179034
1.74,0.1,G2,1.0196873722413646
1.74,0.1,G3,0.5473181298020005
1.74,0.2,G1,0.09432249034343633
1.74,0.2,G2,0.9569888731719107
1.74,0.2,G3,0.5214717319641928
1.74,0.30000000000000004,G1,0.09069148242232658
1.74,0.30000000000000004,G2,0.9108162670429638
1.74,0.30000000000000004,G3,0.500780794530543
1.74,0.4,G1,0.0877577873141133
1.74,0.4,G2,0.8762863295901394
1.74,0.4,G3,0.48411597192875033
1.74,0.5,G1,0.08536333416249492
1.74,0.5,G2,0.8499866086002655
1.74,0.5,G3,0.47058021458975113
1.74,0.6000000000000001,G1,0.08339115076341602
1.74,0.6000000000000001,G2,0.8295667586908103
1.74,0.6000000000000001,G3,0.4594845626238179
1.74,0.7000000000000001,G1,0.08174548719814603
1.74,0.7000000000000001,G2,0.8134199985318895
1.74,0.7000000000000001,G3,0.450295680304306
1.74,0.8,G1,0.08036171144062551
1.74,0.8,G2,0.8004360590517688
1.74,0.8,G3,0.4426140395654582
1.74,0.9,G1,0.07918356495984805
1.74,0.9,G2,0.789832322610803
1.74,0.9,G3,0.4361329688304418
1.74,1.0,G1,0.0781735795140812
1.74,1.0,G2,0.7810515149499233
1.74,1.0,G3,0.4306167354456759
1.74,1.1,G1,0.07730023741983626
1.74,1.1,G2,0.7736894071297861
1.74,1.1,G3,0.42588486086452304
1.74,1.2000000000000002,G1,0.07653790993342834
1.74,1.2000000000000002,G2,0.7674479771427416
1.74,1.2000000000000002,G3,0.42179568411010643
1.74,1.3,G1,0.07586871727134861
1.74,1.3,G2,0.7621054724373472
1.74,1.3,G3,0.41823822228484164
1.74,1.4000000000000001,G1,0.07528014807590792
1.74,1.4000000000000001,G2,0.7574882745954803
1.74,1.4000000000000001,G3,0.4151242977510785
1.74,1.5,G1,0.07475890994371147
1.74,1.5,G2,0.753469723033108
1.74,1.5,G3,0.41238318415862496
1.74,1.6,G1,0.07429159545324265
1.74,1.6,G2,0.7499465020795604
1.74,1.6,G3,0.40995751197860114
1.74,1.7000000000000002,G1,0.07387462341265362
1.74,1.7000000000000002,G2,0.7468380211912299
1.74,1.7000000000000002,G3,0.4078006369532897
1.74,1.8,G1,0.07350031401113306
1.74,1.8,G2,0.744079862907548
1.74,1.8,G3,0.40587422071276924
1.74,1.9000000000000001,G1,0.07316133707523052
1.74,1.9000000000000001,G2,0.7416199926304566
1.74,1.9000000000000001,G3,0.404146514428599
1.74,2.0,G1,0.07285409547998692
1.74,2.0,G2,0.7394159655532133
1.74,2.0,G3,0.40259104045982064
1.76,0.0,G1,0.10527794005787862
1.76,0.0,G2,1.1136286905849606
1.76,0.0,G3,0.5839149003613011
1.76,0.1,G1,0.09961382233205923
1.76,0.1,G2,1.0277641607531929
1.76,0.1,G3,0.5515514679603456
1.76,0.2,G1,0.09508690807579155
1.76,0.2,G2,0.9650799283382097
1.76,0.2,G3,0.5257097669207192
1.76,0.30000000000000004,G1,0.09145695938336108
1.76,0.30000000000000004,G2,0.9189120355303776
1.76,0.30000000000000004,G3,0.5050257654663332
1.76,0.4,G1,0.08852412459319108
1.76,0.4,G2,0.8843861433406849
1.76,0.4,G3,0.4883659050441267
1.76,0.5,G1,0.0861315895470824
1.76,0.5,G2,0.8580875165563568
1.76,0.5,G3,0.47483526050668795
1.76,0.6000000000000001,G1,0.08415759323141356
1.76,0.6000000000000001,G2,0.837666165808483
1.76,0.6000000000000001,G3,0.46373950984966905
1.76,0.7000000000000001,G1,0.08251238872536071
1.76,0.7000000000000001,G2,0.821518526391007
1.76,0.7000000000000001,G3,0.4545533354903812
1.76,0.8,G1,0.08112746761321983
1.76,0.8,G2,0.8085328978166436
1.76,0.8,G3,0.44687189130714333
1.76,0.9,G1,0.07995120853787714
1.76,0.9,G2,0.7979275099208889
1.76,0.9,G3,0.4403916788533047
1.76,1.0,G1,0.0789411240233168
1.76,1.0,G2,0.7891451172738977
1.76,1.0,G3,0.43487613383623225
1.76,1.1,G1,0.07806773604770771
1.76,1.1,G2,0.7817815454737373
1.76,1.1,G3,0.43014425635671616
1.76,1.2000000000000002,G1,0.07730692025774809
1.76,1.2000000000000002,G2,0.7755388079541193
1.76,1.2000000000000002,G3,0.42605513541560847
1.76,1.3,G1,0.07663826273548048
1.76,1.3,G2,0.7701937512230564
1.76,1.3,G3,0.42249781924976165
1.76,1.4000000000000001,G1,0.0760506354075395
1.76,1.4000000000000001,G2,0.7655779098962145
1.76,1.4000000000000001,G3,0.41938370386075235
1.76,1.5,G1,0.07552544826832518
1.76,1.5,G2,0.7615558050109892
1.76,1.5,G3,0.4166422310795215
1.76,1.6,G1,0.07505991891588511
1.76,1.6,G2,0.7580333345456138
1.76,1.6,G3,0.4142163989430747
1.76,1.7000000000000002,G1,0.07464352973889958
1.76,1.7000000000000002,G2,0.7549241356715852
1.76,1.7000000000000002,G3,0.4120593609602394
1.76,1.8,G1,0.07426920456040621
1.76,1.8,G2,0.7521653393983992
1.76,1.8,G3,0.4101327690555057
1.76,1.9000000000000001,G1,0.07392746300910237
1.76,1.9000000000000001,G2,0.7497049026282713
1.76,1.9000000000000001,G3,0.4084048781760269
1.76,2.0,G1,0.07362102953872539
